ID,X,Y
9096,38.4160843219906,-121.971541985928
9097,38.47828679571374,-122.030542946103
9112,34.113365294190615,-116.29570676713708
9183,34.36221331045745,-118.50910213937053
9185,34.11107350513424,-118.24516753995266
9194,34.84144126565009,-115.14577672339544
9196,35.71476170365687,-119.76107958305045
9216,39.117078214860506,-120.92803340920244
9230,33.70944566792735,-116.25138583277123
9256,36.77918797151524,-119.57124537658432
9259,40.41741967482079,-123.16605465223188
9269,41.718612698674974,-121.50580257626552
9280,36.83278893724437,-120.37924037591918
9286,37.04799537013746,-120.22048585246188
9327,34.641528826576845,-119.96154793014269
9334,40.77729096237103,-121.98530759636893
9337,34.037113442984825,-118.02330795518697
9353,36.69493110361391,-119.1802841698956
9371,36.66034123190922,-119.65499234594782
9372,35.04092929801982,-118.23728897657818
9387,34.11264903321471,-117.88977755398857
9395,36.11329119451909,-118.89160497860144
9414,36.223996002911846,-119.06477031446312
9449,36.18892079130698,-119.00958751943058
9457,41.487226694661935,-122.50240922142696
9470,35.92499582441866,-121.0422476917756
9472,33.986958167128314,-117.99304394334229
9488,33.568506897125594,-116.82802359739956
9489,35.49669058698911,-118.20438123829636
9499,40.11368505713851,-120.96168766501468
9551,33.69892862470003,-116.19898205317116
9554,39.30367960474385,-120.71409050334896
9557,38.68447431504143,-121.73663978577758
9576,41.56449898232704,-122.88628064541884
9595,39.35932876059367,-122.00349972558068
9616,37.02124994278509,-120.85466608997416
9629,36.675234363326894,-119.34959978708942
9631,35.89130053889765,-119.56324684686226
9632,38.38329981830484,-120.98970763293028
9636,36.982671732627495,-121.8014551732177
9638,36.316379726568215,-119.43931925221608
9665,39.74571089807676,-121.03720852137069
9697,34.111381778771666,-117.91530564499188
9705,38.20590609386117,-122.37408626141736
9716,36.32169530200861,-116.37556982095022
9755,35.70671015145993,-119.13378952989824
9770,32.746809905268655,-114.74222111176456
9780,32.77331687027452,-115.7522781313194
9790,38.641434146453086,-121.83040612848826
9793,39.66016842434265,-122.2719095500134
9802,38.77587928890367,-122.82231974185014
9811,35.18002938102231,-119.21671867364844
9814,40.13801074708456,-122.4384775044578
9851,38.51746016309741,-123.19845340580572
9894,34.22648982546545,-118.41242011513782
9896,40.021175871181086,-122.45133118037192
9910,34.048724681199594,-118.06874510342176
9913,37.061099215282496,-121.67498228129206
9953,34.97695827405052,-116.60696737555436
9956,37.667096665364895,-121.1107324702822
9987,33.083272386096,-117.29663968587488
10037,37.14332518044809,-120.87299099034858
10042,34.4820702444588,-118.11748487773772
10045,39.14654153820253,-121.85347450833736
10059,34.6021899977688,-117.64713189533876
10062,33.56978843427775,-116.70104407158476
10069,36.39313451258477,-121.5879731214316
10077,38.33886634868477,-121.5821823657622
10116,34.57044129576558,-116.96324368324235
10123,37.76190434786348,-120.78807975170083
10125,32.677539277676,-116.71148621856048
10132,41.61662565105303,-122.37160407056724
10137,33.683129263070704,-115.24332688107344
10149,38.59047611976553,-122.76835067798685
10156,38.71620050549012,-122.90809887799696
10165,40.45822823051267,-123.80431323470368
10199,39.89058253906328,-121.11005268167246
10251,36.73913052691365,-119.7822190144218
10259,37.95833492867864,-121.81786903997406
10286,36.4857016722578,-119.58197431984752
10287,34.44435055106481,-117.63072825958014
10323,34.080319071759035,-114.7895151790983
10384,34.91461123230378,-116.64498567313204
10388,39.92519800866336,-122.050747729461
10404,34.41766984883514,-117.47949912058314
10428,36.64718167323272,-120.60182065062982
10441,39.392530892655145,-121.31588706169494
10480,33.01089995897679,-115.4834709790959
10486,38.74028938906427,-123.1031205441452
10539,38.4167393181285,-122.3860225359838
10577,39.23675959770075,-121.59182388364628
